hey,238,16313,3,hey,hey1,rr 3: 
ifs,238,24500,3,ifs,ifs,rr 4: 
dee,238,31710,3,dêè,diy1,rr 5: 
fis,238,65303,3,fis,fis,rr 6: 
hess,238,66391,3,hess,hes1,rr 7: 
ella,241,53707,3,ellá,ela,rr 1: 
lair,241,93737,3,lãìŕ,lea,rr 2: 
elbe,241,146492,3,elbè,elb,rr 3: 
fleur,241,163096,3,flèùŕ,fla,rr 4: 
lead,242,3041,3,leàd,led2,rr 1: 
geoff,242,21469,3,ĝeòff,jef1,rr 2: 
jeff,242,27783,3,jeff,jef2,rr 3: 
jed,242,48107,3,jed,jed,rr 4: 
elf,242,50540,3,elf,elf,rr 5: 
leff,242,251048,3,leff,lef,rr 6: 
keg,243,116371,3,keg,keg,rr 1: 
lei,243,127673,3,lei,lei,rr 2: 
legge,243,142618,3,leggè,leg2,rr 3: 
legg,243,167548,3,legg,leg3,rr 4: 
gel,244,31157,3,ĝel,jel,rr 1: 
lech,244,114754,3,lecħ,lek1,rr 2: 
kell,244,127337,3,kell,kel,rr 3: 
lek,244,194551,3,lek,lek2,rr 4: 
leck,244,196595,3,leck0,lek3,rr 5: 
elk,244,208680,3,elk,elk,rr 6: 
ken,245,10360,3,ken,ken,rr 1: 
len,245,41468,3,len,len,rr 2: 
gen,245,46623,3,ĝen,jen1,rr 3: 
gem,245,54715,3,ĝem,jem1,rr 4: 
elm,245,61960,3,elm,elm,rr 5: 
jen,245,66073,3,jen,jen2,rr 6: 
chem,245,121495,3,cħem,kem,rr 7: 
lep,246,231857,3,lep,lep,rr 1: 
ells,246,253449,3,ellś,elz1,rr 2: 
els,246,285897,3,elś,elz2,rr 3: 
jet,247,19778,3,jet,jet1,rr 1: 
jett,247,67098,3,jett,jet2,rr 2: 
lev,247,154987,3,lev,lev,rr 3: 
less,248,812,3,less,les1,rr 1: 
else,248,1543,3,elsè,els,rr 2: 
les,248,16604,3,les,les2,rr 3: 
ex,248,27755,3,ex,eks,rr 4: 
jess,248,38244,3,jess,jes,rr 5: 
ley,248,71095,3,ley,ley,rr 6: 
emma,251,18672,3,emmá,ema,rr 1: 
mair,251,92344,3,mãìŕ,mea1,rr 2: 
odder,251,148491,3,oddèŕ,oda,rr 3: 
ena,251,167310,3,ená,ena,rr 4: 
fob,251,174408,3,fob,fob,rr 5: 
maire,251,186039,3,mãìŕè,mea2,rr 6: 
owed,252,17181,3,ôw0èd,oed1,rr 1: 
doe,252,35210,3,dôè,doe1,rr 2: 
foe,252,47432,3,fôè,foe1,rr 3: 
dough,252,52752,3,dôùg0ħ,doe2,rr 4: 
ned,252,64053,3,ned,ned,rr 5: 
doh,252,71291,3,dôħ,doe3,rr 6: 
dodd,252,82008,3,dodd,dod,rr 7: 
dog,253,4375,3,do#g,dog1,rr 1: 
fog,253,24171,3,fog,fog1,rr 2: 
meg,253,27030,3,meg,meg,rr 3: 
doug,253,27846,3,dóùg,dog2,rr 4: 
doi,253,115055,3,dσì,doi,rr 5: 
eng,253,132594,3,eñg0,eng,rr 6: 
foie,253,157150,3,fσìè,foi1,rr 7: 
neck,254,6233,3,neck0,nek1,rr 1: 
oak,254,17220,3,ôàk,oek,rr 2: 
dock,254,20426,3,dock0,dok1,rr 3: 
doll,254,29953,3,doll,dol1,rr 4: 
nec,254,34433,3,nec,nek2,rr 5: 
