gael,2348,75508,4,gâèl,geyl3,rr: 
gage,2348,93715,4,gâĝè,geyj2,rr: 
fisk,2348,143256,4,fisk,fisk1,rr: 
hake,2348,193727,4,hâkè,heyk,rr: 
fiske,2348,225487,4,fiskè,fisk2,rr: 
hage,2348,237738,4,hâĝè,heyj,rr: 
dees,2368,189648,4,dêèś,diyz,rr: 
fist,2378,18611,4,fist,fist,rr: 
feat,2378,35269,4,fêàt,fiyt2,rr: 
gait,2378,60858,4,gâìt,geyt2,rr: 
flann,2415,191493,4,flann,flan2,rr: 
flam,2415,199549,4,flam,flam,rr: 
elma,2415,234016,4,elmá,elma2,rr: 
calle,2448,175675,4,câllè,keyl3,rr: 
kael,2448,192562,4,kâèl,keyl4,rr: 
jens,2456,196389,4,jenś,jenz2,rr: 
caine,2458,65197,4,câìnè,keyn4,rr: 
floss,2458,94053,4,floss,flos,rr: 
laine,2458,218906,4,lâìnè,leyn3,rr: 
jest,2478,76308,4,jest,jest,rr: 
cate,2478,217523,4,câtè,keyt2,rr: 
dolled,2524,186897,4,dollèd,dold,rr: 
doak,2524,212572,4,dôàk,doek,rr: 
donned,2525,70137,4,donnèd,dond,rr: 
eno,2525,90727,4,enô,enoe,rr: 
dude,2525,98314,4,düdè,dood,rr: 
doan,2525,219954,4,dôàn,doen2,rr: 
oaks,2548,39711,4,ôàks,oeks1,rr: 
fowl,2548,64294,4,fõw0l,fowl2,rr: 
oakes,2548,106556,4,ôàkès,oeks2,rr: 
mex,2548,198182,4,mex,meks,rr: 
dews,2556,225112,4,dëw0ś,dooz2,rr: 
oates,2578,76618,4,ôàtès,oets2,rr: 
nate,2578,104388,4,nâtè,neyt,rr: 
knave,2578,116618,4,k0nâvè,neyv2,rr: 
dost,2578,122713,4,dost,dost,rr: 
ost,2578,194082,4,ôst,oest,rr: 
neste,2578,202014,4,nestè,nest2,rr: 
zepa,2616,233596,4,zepá,zepa,rr: 
erick,2634,222639,4,erick0,erik4,rr: 
arendt,2635,230002,4,ã#rėnd0t0,erin2,rr: 
zheng,2635,238216,4,zħeñg0,zeng2,rr: 
pail,2648,97211,4,pâìl,peyl2,rr: 
pate,2678,85832,4,pâtè,peyt,rr: 
wrest,2678,102548,4,w0rest,rest2,rr: 
frei,2678,186417,4,frèî,fruy2,rr: 
raitt,2678,209761,4,râìtt,reyt2,rr: 
valle,2748,112625,4,vâllè,veyl2,rr: 
tex,2748,123380,4,tex,teks1,rr: 
dux,2748,139794,4,dux,duks2,rr: 
techs,2748,145698,4,tecħs,teks2,rr: 
vail,2748,157933,4,vâìl,veyl3,rr: 
fucks,2748,182156,4,fuck0s,fuks,rr: 
dike,2748,222733,4,dîkè,duyk2,rr: 
dern,2756,167065,4,dèŕn,durn,rr: 
fearn,2756,229721,4,fèàŕn,furn2,rr: 
dime,2758,133901,4,dîmè,duym,rr: 
vets,2778,51883,4,vets,vets,rr: 
fussed,2778,79584,4,fussèð,fust,rr: 
sedge,2824,124246,4,sedĝè,sedj,rr: 
whelp,2846,2624997,4,wħelp,welp,rr: 
sage,2848,38658,4,sâĝè,seyj,rr: 
yale,2848,48596,4,yâlè,yeyl,rr: 
aches,2848,56419,4,âcħès,eyks,rr: 
wail,2848,59377,4,wâìl,weyl2,rr: 
salle,2848,90846,4,sâllè,seyl3,rr: 
weyl,2848,159678,4,weyl,weyl3,rr: 
wale,2848,218468,4,wâlè,weyl4,rr: 
glas,3418,155279,4,glas,glas2,rr: 
kisser,3418,187007,4,kissèŕ,kisa,rr: 
choe,3425,228262,4,ĉħôè,khoe2,rr: 
leed,3428,145304,4,lêèd,liyd3,rr: 
kiel,3448,135946,4,kìêl,kiyl3,rr: 
leake,3448,224726,4,lêàkè,liyk3,rr: 
leal,3448,229175,4,lêàl,liyl,rr: 
lien,3458,68334,4,lìên,liyn2,rr: 
chow,3458,101836,4,ĉħõw0,khow1,rr: 
kean,3458,134835,4,kêàn,kiyn3,rr: 
keene,3458,139678,4,kêènè,kiyn4,rr: 
chao,3458,145005,4,ĉħàõ,khow2,rr: 
jeane,3458,171205,4,jêànè,jiyn4,rr: 
liese,3468,123212,4,lìêśè,liyz3,rr: 
keyes,3468,139718,4,kêy0èś,kiyz2,rr: 
hollar,3514,130599,4,hollàŕ,hola1,rr: 
holler,3514,158395,4,hollèŕ,hola2,rr: 
hobble,3514,177817,4,hobblè,hobl,rr: 
knicker,3514,220171,4,k0nick0èŕ,nika,rr: 
nears,3516,112150,4,nėàŕś,niaz,rr: 
nibs,3516,144225,4,nibś,nibz,rr: 
nipper,3516,162001,4,nippèŕ,nipa,rr: 
hobs,3516,221985,4,hobś,hobz3,rr: 
mears,3516,226185,4,mėàŕś,miaz,rr: 
milled,3524,99666,4,millèd,mild,rr: 
kneel,3548,61860,4,k0nêèl,niyl4,rr: 
neale,3548,87950,4,nêàlè,niyl5,rr: 
inks,3548,96243,4,iñks,inks,rr: 
nicks,3548,107344,4,nick0s,niks1,rr: 
gouge,3548,109945,4,gõùĝè,gowj,rr: 
kneale,3548,178891,4,k0nêàlè,niyl6,rr: 
neile,3548,185178,4,nêìlè,niyl7,rr: 
miele,3548,193756,4,mìêlè,miyl2,rr: 
niel,3548,194318,4,nìêl,niyl8,rr: 
nix,3548,206960,4,nix,niks2,rr: 
hoose,3558,229530,4,höòsè,hoos,rr: 
hots,3578,130683,4,hots,hots,rr: 
neave,3578,152515,4,nêàvè,niyv,rr: 
peake,3648,75783,4,pêàkè,piyk2,rr: 
peek,3648,82614,4,pêèk,piyk3,rr: 
wreak,3648,83979,4,w0rêàk,riyk1,rr: 
rix,3648,94870,4,rix,riks1,rr: 
reek,3648,101789,4,rêèk,riyk2,rr: 
pique,3648,102781,4,pïqùè,piyk4,rr: 
peal,3648,107118,4,pêàl,piyl2,rr: 
ricks,3648,107659,4,rick0s,riks2,rr: 
zeke,3648,112701,4,zêkè,ziyk,rr: 
reale,3648,157468,4,rêàlè,riyl3,rr: 
riel,3648,220702,4,rìêl,riyl4,rr: 
pease,3668,86942,4,pêàśè,piyz2,rr: 
rips,3668,93261,4,rips,rips,rr: 
peet,3678,189042,4,pêèt,piyt3,rr: 
hund,3725,203784,4,hund,hund,rr: 
eared,3726,231942,4,ėàŕèd,iurd,rr: 
heil,3748,128247,4,hèîl,huyl,rr: 
tics,3748,158802,4,tics,tiks2,rr: 
teale,3748,161180,4,têàlè,tiyl2,rr: 
timms,3756,135363,4,timmś,timz,rr: 
hums,3756,135704,4,humś,humz,rr: 
hearne,3756,148071,4,hèàŕnè,hurn3,rr: 
hern,3756,187965,4,hèŕn,hurn4,rr: 
teas,3768,45853,4,têàś,tiyz3,rr: 
hearse,3768,77844,4,hèàŕsè,hurs,rr: 
highs,3768,85732,4,hîg0ħś,huyz,rr: 
geis,3768,177909,4,gèîś,guyz3,rr: 
gust,3778,64029,4,gust,gust,rr: 
vive,3778,102705,4,vïvè,viyv,rr: 
teat,3778,138355,4,têàt,tiyt,rr: 
