cern,7856,87255,4,çèŕn,surn,rr: 
sump,7856,106215,4,sump,sump,rr: 
somes,7856,171827,4,sőmèś,sumz2,rr: 
lauds,14286,177006,5,låùdś,lawdz3,rr: 
blase,14286,189588,5,blâśè,bleyz4,rr: 
calley,14348,138343,5,callêy0,kaliy2,rr: 
lackey,14348,147459,5,lack0êy0,lakiy,rr: 
karter,14671,140427,5,kār#tèŕ,karta2,rr: 
artis,16378,126735,5,ār#tis,artis,rr: 
pattie,16378,141493,5,pattìê,patiy3,rr: 
avi,16378,186969,5,āvï,arviy,rr: 
vallee,17348,189287,5,vallêè,valiy3,rr: 
dillie,23348,173676,5,dillìê,diliy3,rr: 
philly,23348,183993,5,þħillý,filiy2,rr: 
okey,25348,169562,5,ôkêy0,oekiy2,rr: 
oakey,25348,177174,5,ôàkêy0,oekiy3,rr: 
nellis,25348,183863,5,nellis,nelis,rr: 
lemur,34581,188989,5,lêmùŕ,liyma2,rr: 
milly,35348,57456,5,millý,miliy2,rr: 
hollis,35348,67886,5,hollis,holis,rr: 
nikki,35348,70793,5,nikkï,nikiy2,rr: 
golly,35348,73882,5,gollý,goliy,rr: 
inky,35348,75285,5,iñký,inkiy,rr: 
nicki,35348,122196,5,nick0ï,nikiy3,rr: 
mickie,35348,143230,5,mick0ìê,mikiy3,rr: 
nilly,35348,192746,5,nillý,niliy,rr: 
sica,38481,174407,5,sïcá,siyka2,rr: 
kolb,45241,182876,5,kôlb,koelb2,rr: 
kohler,45241,183304,5,kôħlèŕ,koela3,rr: 
conder,45251,147816,5,condèŕ,konda2,rr: 
loma,45251,157712,5,lômá,loema,rr: 
luka,45451,170310,5,lüká,looka4,rr: 
rhonda,56251,155154,5,rħondá,ronda,rr: 
roemer,56251,177267,5,rôèmèŕ,roema4,rr: 
laxey,144838,146632,6,laxêy0,laksiy,rr: 
